Number_imputations,Analysis_N,Full_beta,Full_SE,Full_CI_low,Full_CI_high,Full_p,LOO_beta_min,LOO_beta_max,LOO_p_min,LOO_p_max,Negative_estimates_N,CI_excludes_zero_N,DFBETA_threshold,N_above_DFBETA_threshold,Maximum_absolute_DFBETA,Maximum_absolute_percent_change
20,193,-0.4099592437373477,0.15791075101939683,-0.7215077665021163,-0.09841072097257902,0.010188994932772723,-0.47487783776871756,-0.3652420385574596,0.002328200325949852,0.021391280205537395,193,193,0.1439631501497389,11,0.41110939953287684,15.835377546203551
