Omitted_ID,Beta,SE,CI_low,CI_high,t,df,p,Delta_beta,Deletion_DFBETA,Absolute_DFBETA,Percent_change,CI_excludes_zero,Above_DFBETA_threshold
78,-0.40980168667459377,0.15787075403509782,-0.7212825654368222,-0.0983208079123653,-2.595804961972163,183,0.010202954978771437,0.00015755706275394354,-0.0009977602014861558,0.0009977602014861558,0.03843237228110584,True,False
79,-0.45683849598850995,0.15897487720865197,-0.7704978229279349,-0.14317916904908506,-2.87365213931832,183,0.004537765784506865,-0.04687925225116224,0.2968718212568305,0.2968718212568305,-11.435100675811764,True,True
80,-0.4043192981290723,0.15941926017744082,-0.7188553979607997,-0.08978319829734493,-2.536201069300201,183,0.012042155770033033,0.00563994560827541,-0.03571603308746617,0.03571603308746617,1.3757332453000632,True,False
81,-0.4088227631796467,0.15780858865123432,-0.7201809888988038,-0.09746453746048972,-2.5906242915787527,183,0.010352174643655301,0.0011364805577009918,-0.007196980258560059,0.007196980258560059,0.2772179369198737,True,False
82,-0.4101785064596978,0.1579275928955131,-0.7217715289707682,-0.09858548394862737,-2.5972567487372333,183,0.010161486677270517,-0.0002192627223500665,0.0013885230798701827,0.0013885230798701827,-0.05348402937598927,True,False
83,-0.40755102747020383,0.15778929716457707,-0.7188711908563254,-0.09623086408408221,-2.582881315740451,183,0.010578848214250092,0.002408216267143881,-0.015250489606297104,0.015250489606297104,0.5874282148609814,True,False
84,-0.40931705562550247,0.15835165421468522,-0.7217467561720463,-0.09688735507895863,-2.5848612548787835,183,0.0105204663798894,0.0006421881118452433,-0.004066778909602936,0.004066778909602936,0.1566468183497479,True,False
85,-0.4099265948136804,0.15794600285982477,-0.7215559404036949,-0.0982972492236659,-2.595359093559876,183,0.010215721051999012,3.2648923667333296e-05,-0.00020675554676655863,0.00020675554676655863,0.007963943773945192,True,False
86,-0.4066422905404621,0.15859663548784186,-0.7195553420579284,-0.09372923902299579,-2.564003260785665,183,0.011150259256880958,0.0033169531968856303,-0.021005239829922633,0.021005239829922633,0.8090934031995465,True,False
87,-0.4212486234685959,0.15991460509429026,-0.7367620447233676,-0.10573520221382415,-2.634209822299943,183,0.0091556446940465,-0.011289379731248161,0.07149215400705326,0.07149215400705326,-2.753780992551794,True,False
